Equipo_Local,Equipo_Visitante,Cuota_Local,Cuota_Visitante,Resultado
Dortmund,Sporting CP,92,8,1
Sporting CP,Sevilla,74,26,2
Bayern,LOSC,87,13,2
Club Brugge,Milan,23,77,3
Sporting CP,Chelsea,43,57,1
Dynamo,Villareal,66,34,3
LOSC,Benfica,41,59,3
Sevilla,Man. United,79,21,3
Juventus,Sporting CP,53,47,1
Dortmund,Malmö,61,39,2
Zenit,Sevilla,32,68,2
Malmö,Dortmund,9,91,1
Paris,Atletico,44,56,1
Salzburg,Atlanta,12,88,3
Leipzig,Atlanta,82,18,2
Porto,Barcelona,12,88,1
Dortmund,Benfica,17,83,1
Juventus,Real Madrid,53,47,2
Benfica,Atlanta,55,45,3
Young Boys,Milan,87,13,3
Chelsea,Leipzig,75,25,3
Milan,Liverpool,39,61,1
Sevilla,Sporting CP,31,69,3
Sevilla,Salzburg,27,73,2
LOSC,Porto,7,93,2
Man. United,Benfica,21,79,3
Bensiktas,Sheriff,55,45,3
Bayern,Atletico,73,27,2
Dynamo,Malmö,12,88,1
Milan,Paris,94,6,1
Paris,Dynamo,26,74,3
Sporting CP,LOSC,54,46,1
Ajax,Man. United,50,50,1
Real Madrid,Leipzig,43,57,3
Bensiktas,Chelsea,99,1,1
Chelsea,Atlanta,38,62,3
Young Boys,Man. United,71,29,3
Shakhtar Donetsk,Benfica,30,70,2
Shakhtar Donetsk,Atletico,19,81,3
Dortmund,Atletico,84,16,2
Sporting CP,Man. United,53,47,1
Sheriff,Young Boys,47,53,2
Leipzig,Malmö,23,77,2
Chelsea,Atlanta,55,45,3
Bayern,Club Brugge,0,100,1
Benfica,Sporting CP,25,75,3
Young Boys,Atletico,53,47,3
Villareal,Ajax,34,66,2
Chelsea,Wolfsburg,95,5,3
Bayern,Leipzig,44,56,1
Club Brugge,Barcelona,83,17,1
Salzburg,Wolfsburg,51,49,1
Leipzig,Benfica,49,51,2
Porto,Bayern,43,57,2
Real Madrid,Chelsea,22,78,2
Barcelona,Milan,62,38,2
Ajax,Benfica,75,25,2
Salzburg,Leipzig,39,61,1
Chelsea,Sheriff,98,2,2
Leipzig,Porto,95,5,2
Barcelona,Internazionale,42,58,3
Bayern,Juventus,98,2,1
Malmö,Villareal,38,62,1
Paris,Sevilla,30,70,1
Atletico,Club Brugge,74,26,3
LOSC,Man. United,90,10,1
LOSC,Villareal,60,40,3
Young Boys,Real Madrid,9,91,1
Dortmund,Sporting CP,42,58,3
Sheriff,Wolfsburg,69,31,2
Salzburg,Paris,65,35,2
LOSC,Dynamo,22,78,2
Man. City,Internazionale,97,3,1
Shakhtar Donetsk,LOSC,80,20,1
Young Boys,Internazionale,67,33,3
Bayern,Zenit,51,49,1
Man. City,Sevilla,67,33,3
Sheriff,Leipzig,68,32,2
LOSC,Atletico,56,44,2
Liverpool,Bensiktas,1,99,1
Wolfsburg,Milan,39,61,2
Man. City,Benfica,9,91,3
Young Boys,Porto,75,25,1
Dortmund,Salzburg,81,19,3
Zenit,Bensiktas,94,6,1
Porto,Zenit,53,47,2
Zenit,Dortmund,89,11,2
Young Boys,Man. City,10,90,2
Leipzig,Shakhtar Donetsk,71,29,2
Milan,Sevilla,69,31,1
Real Madrid,Bensiktas,43,57,1
Chelsea,LOSC,36,64,2
Atletico,Sheriff,50,50,2
Juventus,Bayern,28,72,2
Young Boys,Juventus,93,7,2
Young Boys,Man. City,55,45,2
Porto,Bayern,1,99,3
Liverpool,Atletico,22,78,1
LOSC,Shakhtar Donetsk,6,94,1
Dortmund,Chelsea,73,27,3
Atlanta,Salzburg,32,68,3
Bayern,Juventus,84,16,3
Dynamo,Ajax,21,79,2
Ajax,Dortmund,79,21,3
Bensiktas,Chelsea,7,93,3
Ajax,Villareal,55,45,1
Bayern,Sporting CP,63,37,2
Atlanta,Man. City,58,42,2
Liverpool,Juventus,9,91,3
Sevilla,Villareal,17,83,3
Milan,Man. United,32,68,1
Bayern,Man. United,12,88,2
Paris,Chelsea,19,81,1
Porto,Dynamo,59,41,3
Real Madrid,Ajax,65,35,3
Man. United,Atlanta,5,95,2
Internazionale,Dortmund,69,31,3
Juventus,Malmö,94,6,3
Man. United,Man. City,43,57,3
Liverpool,Man. City,39,61,3
Man. City,Malmö,18,82,1
Atlanta,LOSC,36,64,2
Barcelona,Dortmund,31,69,3
Benfica,Atlanta,4,96,3
Barcelona,Man. United,27,73,2
Club Brugge,Zenit,73,27,2
Atletico,Juventus,77,23,2
Internazionale,Villareal,55,45,3
Juventus,Bayern,7,93,3
Zenit,Leipzig,63,37,2
Shakhtar Donetsk,Young Boys,93,7,3
Bayern,Club Brugge,72,28,3
Man. United,Porto,75,25,1
Barcelona,Ajax,59,41,1
Man. United,Leipzig,91,9,3
Chelsea,Sheriff,46,54,2
Atlanta,Young Boys,14,86,1
Sevilla,Bensiktas,85,15,2
Barcelona,Salzburg,88,12,1
LOSC,Club Brugge,44,56,1
Shakhtar Donetsk,Atlanta,4,96,2
Dynamo,Man. City,16,84,3
Juventus,Salzburg,66,34,1
Real Madrid,Chelsea,80,20,1
Paris,Barcelona,30,70,1
Atlanta,Wolfsburg,64,36,2
Man. City,Dortmund,86,14,2
Sporting CP,Malmö,96,4,1
Dortmund,Club Brugge,53,47,3
Atlanta,Sheriff,3,97,3
Leipzig,Club Brugge,21,79,2
Bayern,Man. United,87,13,3
Leipzig,Liverpool,43,57,2
Man. United,Chelsea,48,52,3
Dynamo,Benfica,4,96,3
Porto,LOSC,44,56,1
LOSC,Dynamo,3,97,2
Atlanta,Porto,27,73,2
Zenit,Shakhtar Donetsk,28,72,3
Man. City,Sheriff,11,89,3
Club Brugge,Liverpool,21,79,3
Benfica,Chelsea,6,94,1
Paris,Liverpool,30,70,3
Malmö,Internazionale,30,70,3
Salzburg,Internazionale,71,29,3
Leipzig,Young Boys,17,83,3
Internazionale,Porto,30,70,2
Bensiktas,Salzburg,85,15,2
LOSC,Benfica,31,69,1
Liverpool,LOSC,5,95,1
Sevilla,Barcelona,85,15,3
Barcelona,Ajax,42,58,2
Benfica,Malmö,66,34,2
Wolfsburg,Bensiktas,10,90,2
Salzburg,Atlanta,84,16,3
Salzburg,Internazionale,65,35,3
Paris,Real Madrid,2,98,2
Ajax,Wolfsburg,10,90,2
Real Madrid,Villareal,100,0,2
Sheriff,Sevilla,69,31,2
Malmö,Juventus,13,87,1
Leipzig,Internazionale,65,35,2
Club Brugge,Shakhtar Donetsk,18,82,2
Sheriff,Zenit,96,4,1
Juventus,Dortmund,35,65,1
Dynamo,Man. City,25,75,2
Internazionale,Dortmund,56,44,2
Porto,Chelsea,40,60,1
Sporting CP,Internazionale,48,52,1
Juventus,Barcelona,22,78,1
Dynamo,Atletico,14,86,3
Atlanta,Sheriff,74,26,3
Sporting CP,Atletico,23,77,3
Internazionale,Atlanta,88,12,3
Atlanta,Milan,26,74,2
Atletico,Paris,62,38,3
Club Brugge,Man. City,20,80,2
Barcelona,Bensiktas,65,35,2
Internazionale,Sporting CP,39,61,3
Milan,Sheriff,77,23,2
Paris,Sheriff,52,48,3
Villareal,Man. City,52,48,2
Leipzig,Milan,95,5,3
Shakhtar Donetsk,Atletico,75,25,3
Ajax,Shakhtar Donetsk,60,40,2
Sheriff,Ajax,79,21,3
Zenit,Juventus,100,0,2
Milan,Malmö,63,37,3
Liverpool,Club Brugge,8,92,1
Dynamo,Juventus,1,99,2
Club Brugge,Dortmund,6,94,1
Shakhtar Donetsk,Malmö,6,94,1
Paris,LOSC,94,6,1
Zenit,LOSC,39,61,1
Zenit,Liverpool,24,76,1
Sevilla,Sporting CP,37,63,1
Sheriff,Liverpool,7,93,2
Ajax,Zenit,43,57,1
Dortmund,Leipzig,67,33,1
Zenit,Bayern,73,27,2
Benfica,Zenit,90,10,2
Sheriff,Dynamo,26,74,2
Dortmund,Shakhtar Donetsk,81,19,2
Young Boys,Leipzig,20,80,2
Leipzig,LOSC,33,67,1
Atlanta,Sporting CP,71,29,3
Atletico,Porto,31,69,1
Sheriff,Liverpool,20,80,3
Wolfsburg,Dortmund,36,64,3
Sheriff,Young Boys,34,66,1
Malmö,Salzburg,66,34,2
Benfica,Barcelona,48,52,2
Wolfsburg,Bayern,86,14,3
Milan,Sporting CP,15,85,3
Sevilla,Barcelona,75,25,1
Sporting CP,Leipzig,12,88,2
Sheriff,Shakhtar Donetsk,48,52,1
Atletico,Atlanta,25,75,2
Porto,Man. City,45,55,2
Benfica,Shakhtar Donetsk,5,95,2
Man. City,Sheriff,98,2,1
Sevilla,Ajax,14,86,2
Sheriff,Ajax,75,25,2
Atletico,Young Boys,87,13,1
Man. City,Liverpool,49,51,2
Sporting CP,Milan,76,24,1
Shakhtar Donetsk,Salzburg,1,99,2
Young Boys,Bayern,32,68,1
Club Brugge,Sheriff,67,33,1
Villareal,Porto,96,4,2
Bayern,Real Madrid,24,76,3
Barcelona,Atletico,23,77,2
Sevilla,Porto,69,31,3
Porto,Bensiktas,4,96,2
Young Boys,Leipzig,40,60,1
Young Boys,Man. City,91,9,2
Porto,Dortmund,61,39,1
Juventus,Villareal,23,77,3
Porto,Club Brugge,11,89,3
Porto,Malmö,98,2,3
Villareal,Milan,76,24,1
Real Madrid,Barcelona,9,91,2
Ajax,Man. City,70,30,3
Porto,Dynamo,58,42,3
Benfica,LOSC,9,91,2
Dortmund,LOSC,29,71,3
Benfica,Real Madrid,14,86,3
Sevilla,Wolfsburg,3,97,1
Ajax,Porto,95,5,3
Shakhtar Donetsk,Real Madrid,38,62,1
Club Brugge,Malmö,47,53,1
Bensiktas,Sevilla,74,26,2
Bayern,Milan,28,72,3
Malmö,Sporting CP,72,28,2
Man. United,Juventus,88,12,1
Internazionale,Paris,72,28,3
Salzburg,Villareal,2,98,1
Villareal,Man. United,35,65,3
Dynamo,Atlanta,55,45,3
Club Brugge,Porto,12,88,1
LOSC,Barcelona,1,99,2
Internazionale,Dortmund,13,87,1
Chelsea,Wolfsburg,63,37,3
Paris,Ajax,23,77,2
Atlanta,Liverpool,61,39,1
Internazionale,Atlanta,15,85,2
Young Boys,LOSC,53,47,2
Barcelona,Benfica,25,75,1
Benfica,Malmö,83,17,3
Bayern,Porto,55,45,2
Atletico,Villareal,44,56,1
Malmö,Paris,64,36,2
Chelsea,Zenit,60,40,3
Liverpool,LOSC,33,67,3
Benfica,Barcelona,87,13,1
Benfica,Salzburg,82,18,3
Zenit,Barcelona,46,54,3
Leipzig,Barcelona,97,3,3
Juventus,Shakhtar Donetsk,4,96,1
Dynamo,Man. City,1,99,2
Shakhtar Donetsk,Barcelona,37,63,1
Salzburg,Villareal,84,16,2
Wolfsburg,Juventus,68,32,3
Club Brugge,Bensiktas,17,83,2
Club Brugge,Atletico,61,39,3
Young Boys,Zenit,98,2,2
Shakhtar Donetsk,Sheriff,83,17,2
Sheriff,Bayern,80,20,2
Benfica,Real Madrid,89,11,1
Dortmund,Sporting CP,21,79,3
Porto,Liverpool,21,79,3
Shakhtar Donetsk,Atletico,77,23,2
Sevilla,Club Brugge,12,88,3
Sheriff,Bayern,29,71,1
Benfica,Wolfsburg,23,77,3
Dortmund,Liverpool,35,65,1
Zenit,Internazionale,52,48,1
Juventus,Ajax,40,60,3
Young Boys,Malmö,68,32,2
Man. United,Atlanta,18,82,2
Zenit,Shakhtar Donetsk,86,14,2
Paris,Juventus,49,51,1
Real Madrid,Sevilla,95,5,2
Dynamo,Young Boys,82,18,2
Sporting CP,Atletico,19,81,2
Leipzig,Dortmund,68,32,3
Porto,Bensiktas,93,7,1
Benfica,Dortmund,68,32,2
Internazionale,Man. United,88,12,2
Wolfsburg,Bensiktas,24,76,2
Leipzig,Wolfsburg,14,86,2
Zenit,Salzburg,65,35,1
Chelsea,Zenit,54,46,1
Juventus,Bayern,51,49,3
Villareal,Atlanta,5,95,3
Young Boys,Shakhtar Donetsk,95,5,3
Paris,Sporting CP,45,55,3
Bensiktas,Shakhtar Donetsk,9,91,2
Salzburg,Paris,0,100,3
Bensiktas,Man. City,34,66,2
Leipzig,Barcelona,9,91,2
Atlanta,Malmö,35,65,2
Chelsea,Juventus,100,0,3
Club Brugge,Porto,17,83,1
Liverpool,Juventus,41,59,1
Dynamo,Malmö,5,95,1
Sevilla,Leipzig,54,46,3
Atletico,Milan,65,35,2
Shakhtar Donetsk,Malmö,82,18,2
Benfica,Wolfsburg,51,49,1
Villareal,Internazionale,38,62,1
Porto,Chelsea,59,41,2
LOSC,Young Boys,87,13,1
Bensiktas,Malmö,99,1,1
Atlanta,Ajax,5,95,1
Sheriff,Salzburg,33,67,1
Benfica,Sporting CP,40,60,3
Man. United,Man. City,34,66,2
Shakhtar Donetsk,Barcelona,27,73,2
Real Madrid,Man. United,53,47,1
Dortmund,Internazionale,65,35,2
Porto,Internazionale,62,38,2
Milan,Porto,0,100,2
Shakhtar Donetsk,Atletico,14,86,1
Sporting CP,Benfica,71,29,3
Zenit,LOSC,49,51,2
Milan,Shakhtar Donetsk,4,96,2
Bensiktas,Zenit,31,69,1
Juventus,Villareal,90,10,3
Wolfsburg,Real Madrid,48,52,1
Paris,Benfica,14,86,3
Man. United,Young Boys,79,21,3
Salzburg,Malmö,34,66,3
Young Boys,Milan,78,22,2
Villareal,Club Brugge,77,23,2
Liverpool,Atletico,29,71,3
Real Madrid,Benfica,71,29,3
Sheriff,Zenit,24,76,1
Salzburg,Malmö,90,10,1
Bensiktas,Milan,80,20,3
Man. United,Chelsea,76,24,3
Paris,Salzburg,81,19,3
Barcelona,Liverpool,39,61,1
Sporting CP,Dortmund,48,52,1
Bayern,Villareal,42,58,1
Ajax,Dortmund,53,47,3
Malmö,Man. City,93,7,2
Ajax,Bensiktas,53,47,2
Internazionale,Dortmund,49,51,3
Malmö,Porto,4,96,2
Paris,Dortmund,70,30,1
Malmö,Milan,65,35,2
Dynamo,Sporting CP,79,21,3
Milan,Bayern,98,2,3
LOSC,Villareal,8,92,3
Atlanta,Juventus,12,88,1
Dortmund,Salzburg,82,18,2
Young Boys,Porto,17,83,3
Ajax,Porto,50,50,2
Man. City,Internazionale,89,11,3
Benfica,LOSC,65,35,3
Dynamo,Atletico,81,19,3
Atletico,Porto,70,30,1
Leipzig,Milan,25,75,3
Milan,Paris,42,58,2
Barcelona,Malmö,60,40,3
Malmö,Paris,100,0,2
Porto,Dynamo,85,15,3
Dynamo,Atletico,34,66,3
Salzburg,Barcelona,9,91,2
Bayern,Real Madrid,82,18,2
Villareal,Sevilla,10,90,3
Chelsea,Barcelona,67,33,1
Dynamo,Leipzig,21,79,3
Atlanta,Sporting CP,86,14,1
Real Madrid,Man. City,31,69,1
Sheriff,Man. United,16,84,1
Chelsea,Club Brugge,23,77,2
Club Brugge,Villareal,37,63,2
Atlanta,Liverpool,22,78,3
Sheriff,Bensiktas,37,63,2
Sheriff,Barcelona,30,70,1
Man. City,Man. United,7,93,3
Juventus,LOSC,92,8,2
Internazionale,Milan,5,95,2
Juventus,Club Brugge,98,2,2
Malmö,Internazionale,67,33,2
Real Madrid,Internazionale,65,35,3
Atletico,Milan,5,95,1
Shakhtar Donetsk,Bayern,24,76,3
Villareal,Salzburg,80,20,3
Man. United,Paris,35,65,2
Atlanta,Ajax,67,33,2
Sheriff,Atlanta,54,46,2
Sheriff,LOSC,12,88,1
Shakhtar Donetsk,Man. United,60,40,2
Club Brugge,Atletico,22,78,2
Internazionale,Sporting CP,57,43,3
Sporting CP,Bensiktas,43,57,3
Internazionale,Malmö,91,9,2
Young Boys,Ajax,88,12,1
Zenit,Sheriff,71,29,3
Ajax,Young Boys,63,37,3
Man. City,Paris,60,40,2
Villareal,Milan,55,45,3
Dynamo,Young Boys,89,11,3
Young Boys,Internazionale,90,10,3
Bensiktas,Shakhtar Donetsk,33,67,3
Bayern,Internazionale,88,12,3
Villareal,Dynamo,84,16,2
Milan,Leipzig,97,3,1
Bayern,Leipzig,3,97,1
Zenit,Milan,35,65,2
LOSC,Liverpool,76,24,3
LOSC,Bayern,36,64,1
Benfica,Atletico,22,78,1
Zenit,Salzburg,54,46,1
Benfica,Salzburg,57,43,2
Chelsea,Leipzig,8,92,1
Atlanta,Young Boys,99,1,1
Atletico,Juventus,19,81,1
Man. City,Atlanta,59,41,2
Villareal,Dortmund,28,72,1
Villareal,Atlanta,54,46,1
Milan,Sevilla,33,67,2
Real Madrid,LOSC,91,9,3
Young Boys,Barcelona,59,41,2
Porto,Shakhtar Donetsk,69,31,3
LOSC,Dortmund,68,32,3
Shakhtar Donetsk,Dynamo,62,38,2
Liverpool,Chelsea,56,44,1
Internazionale,Man. United,17,83,1
Sporting CP,Porto,88,12,1
Salzburg,Shakhtar Donetsk,52,48,1
Villareal,Man. City,37,63,1
Shakhtar Donetsk,Liverpool,93,7,3
Sheriff,Club Brugge,25,75,3
Man. United,Internazionale,14,86,1
Benfica,Dynamo,33,67,2
Atletico,Barcelona,1,99,1
Barcelona,Atletico,32,68,2
Club Brugge,Shakhtar Donetsk,47,53,1
Villareal,Sheriff,49,51,2
Shakhtar Donetsk,Zenit,17,83,1
Chelsea,Liverpool,10,90,3
Malmö,Zenit,17,83,1
Ajax,Barcelona,30,70,3
Benfica,Wolfsburg,47,53,2
Young Boys,Man. City,40,60,2
Milan,Barcelona,30,70,3
Leipzig,Sevilla,75,25,3
Benfica,Milan,4,96,3
Shakhtar Donetsk,Real Madrid,6,94,2
Zenit,Internazionale,57,43,2
Paris,Juventus,24,76,3
Porto,Paris,84,16,1
Man. United,Porto,48,52,2
Salzburg,Dortmund,7,93,1
Bayern,Shakhtar Donetsk,48,52,1
Liverpool,Villareal,39,61,2
Real Madrid,Ajax,67,33,3
Man. City,Young Boys,38,62,3
Salzburg,Dynamo,86,14,1
Club Brugge,Salzburg,88,12,2
Bayern,Club Brugge,52,48,3
Dynamo,Sevilla,87,13,2
Bensiktas,Sevilla,66,34,3
Dynamo,Club Brugge,54,46,3
Salzburg,Dortmund,47,53,2
Man. United,LOSC,84,16,3
Sheriff,Wolfsburg,52,48,2
Young Boys,Chelsea,36,64,2
Bensiktas,Young Boys,75,25,1
Sheriff,LOSC,89,11,2
Real Madrid,LOSC,25,75,1
Juventus,Shakhtar Donetsk,45,55,1
Malmö,Dortmund,88,12,2
Man. City,Atletico,3,97,2
Salzburg,Shakhtar Donetsk,58,42,1
Atlanta,Malmö,5,95,3
Chelsea,Liverpool,77,23,1
Sheriff,Benfica,8,92,1
Salzburg,Internazionale,92,8,1
Dortmund,Paris,73,27,3
Malmö,Barcelona,16,84,1
Zenit,Shakhtar Donetsk,40,60,3
Barcelona,Liverpool,49,51,3
Porto,Man. City,6,94,3
Sevilla,Wolfsburg,43,57,1
Leipzig,Juventus,16,84,3
Young Boys,Milan,89,11,3
Juventus,Real Madrid,58,42,3
Milan,Salzburg,52,48,1
Man. United,Milan,92,8,1
Liverpool,Atletico,7,93,2
Villareal,Salzburg,91,9,1
Salzburg,Dortmund,64,36,3
Sporting CP,Man. United,13,87,3
Real Madrid,Leipzig,0,100,1
Liverpool,Sporting CP,39,61,1
Villareal,Barcelona,17,83,2
Barcelona,Paris,69,31,1
Dynamo,Man. City,92,8,2
Sporting CP,Porto,42,58,3
Dynamo,Wolfsburg,2,98,1
Atlanta,Shakhtar Donetsk,33,67,2
Man. City,Ajax,92,8,1
Paris,Man. City,31,69,3
Benfica,Shakhtar Donetsk,84,16,3
Liverpool,Young Boys,37,63,3
Dynamo,Porto,54,46,3
Milan,Internazionale,20,80,2
Salzburg,Shakhtar Donetsk,45,55,3
Bensiktas,Leipzig,32,68,2
Atletico,Villareal,23,77,3
Porto,LOSC,55,45,2
Dortmund,Atlanta,57,43,2
Sporting CP,LOSC,100,0,3
Real Madrid,Leipzig,47,53,2
Leipzig,Milan,80,20,2
Salzburg,Barcelona,98,2,3
Man. City,Barcelona,45,55,3
Sporting CP,Wolfsburg,35,65,1
Ajax,Club Brugge,7,93,3
Internazionale,Porto,25,75,3
Sheriff,Milan,51,49,3
Man. United,Porto,86,14,1
Juventus,LOSC,26,74,1
Malmö,Paris,76,24,1
Ajax,Sevilla,71,29,1
Atletico,Villareal,17,83,3
Dynamo,Atletico,91,9,1
Club Brugge,Zenit,10,90,1
Juventus,Club Brugge,9,91,3
Dynamo,Milan,19,81,2
Real Madrid,Internazionale,33,67,3
Leipzig,Porto,39,61,1
Real Madrid,Atletico,89,11,2
Internazionale,Club Brugge,36,64,3
Paris,Barcelona,80,20,1
Benfica,Shakhtar Donetsk,17,83,2
Dynamo,Bayern,43,57,1
Benfica,LOSC,13,87,2
Villareal,Benfica,56,44,2
Sheriff,Atletico,9,91,3
Zenit,Barcelona,44,56,1
Atletico,LOSC,32,68,1
Malmö,Dortmund,62,38,3
Juventus,Bayern,44,56,3
Chelsea,Club Brugge,7,93,2
Sheriff,Dynamo,67,33,1
Atletico,Liverpool,40,60,1
Liverpool,Chelsea,81,19,2
Bensiktas,Villareal,100,0,2
Atletico,Paris,58,42,2
Atletico,Liverpool,56,44,3
Wolfsburg,Man. United,38,62,3
LOSC,Benfica,31,69,1
Benfica,Internazionale,74,26,2
Malmö,LOSC,68,32,1
Atlanta,Real Madrid,15,85,3
Paris,Sheriff,76,24,1
Dynamo,Bayern,99,1,1
Man. City,Man. United,96,4,1
Barcelona,Bayern,24,76,3
Man. United,Villareal,69,31,2
Chelsea,Juventus,22,78,2
Milan,Benfica,69,31,1
Atletico,Malmö,26,74,3
Internazionale,Atletico,73,27,3
Juventus,Bayern,7,93,1
Real Madrid,Malmö,10,90,3
Dortmund,Club Brugge,8,92,1
Porto,Milan,47,53,1
Milan,Paris,69,31,2
Barcelona,Dynamo,100,0,1
Porto,Ajax,8,92,2
Benfica,Zenit,22,78,3
Sheriff,Barcelona,1,99,2
Bensiktas,Ajax,96,4,1
Sheriff,Man. United,44,56,3
Bensiktas,Bayern,35,65,2
Man. United,Man. City,80,20,2
Club Brugge,Young Boys,79,21,2
Sevilla,LOSC,73,27,3
Club Brugge,Paris,68,32,3
Chelsea,Sporting CP,24,76,1
Bensiktas,Ajax,47,53,2
Internazionale,Real Madrid,27,73,2
Dynamo,Ajax,50,50,3
Wolfsburg,Juventus,79,21,1
Atletico,Club Brugge,42,58,1
Porto,Paris,1,99,1
Liverpool,Porto,38,62,2
Real Madrid,Juventus,29,71,2
Club Brugge,Ajax,52,48,2
Dortmund,Milan,42,58,2
Liverpool,Salzburg,39,61,1
Ajax,Sporting CP,3,97,3
Internazionale,Paris,39,61,3
Zenit,Wolfsburg,71,29,2
Juventus,Benfica,11,89,1
Chelsea,Dortmund,28,72,2
Benfica,Juventus,86,14,2
Chelsea,Dortmund,50,50,2
Paris,Salzburg,25,75,3
Barcelona,Chelsea,97,3,1
Dynamo,Benfica,33,67,3
Real Madrid,Juventus,40,60,2
Ajax,Sporting CP,33,67,3
Atletico,Young Boys,43,57,1
Bensiktas,Sevilla,34,66,2
LOSC,Juventus,29,71,2
Bensiktas,Villareal,84,16,2
Sevilla,Paris,98,2,2
Liverpool,Porto,82,18,3
Malmö,Sevilla,11,89,1
Benfica,Atlanta,13,87,2
Villareal,Man. City,65,35,1
Malmö,Sheriff,99,1,3
Sevilla,Malmö,31,69,3
Dortmund,Leipzig,93,7,2
Dynamo,Salzburg,45,55,3
Juventus,Leipzig,85,15,2
Sporting CP,Malmö,85,15,2
Internazionale,Villareal,5,95,2
Dynamo,Paris,55,45,2
Zenit,Milan,50,50,3
Malmö,Milan,72,28,1
Liverpool,Atletico,81,19,3
Malmö,Bayern,45,55,1
Man. United,Sporting CP,68,32,1
Internazionale,Zenit,10,90,3
Atletico,Dortmund,15,85,3
LOSC,Ajax,38,62,1
Bayern,Wolfsburg,65,35,2
Benfica,Man. United,7,93,1
Bayern,Porto,95,5,2
Zenit,Villareal,72,28,2
Ajax,Zenit,22,78,2
Villareal,Sheriff,92,8,1
Dynamo,Bensiktas,71,29,2
Dynamo,Milan,49,51,1
Barcelona,Bensiktas,29,71,1
Sevilla,Real Madrid,53,47,2
Sheriff,Bensiktas,84,16,2
Chelsea,LOSC,25,75,1
Wolfsburg,Malmö,25,75,3
Juventus,Porto,79,21,1
Sporting CP,Malmö,63,37,1
Atlanta,Real Madrid,87,13,2
Internazionale,Club Brugge,80,20,2
Milan,Dynamo,98,2,2
Sevilla,Man. United,75,25,1
Zenit,Bayern,90,10,3
Villareal,Atlanta,19,81,2
Liverpool,Wolfsburg,37,63,3
Bensiktas,Salzburg,71,29,2
Wolfsburg,Leipzig,50,50,3
Benfica,Atlanta,96,4,2
Benfica,Milan,48,52,3
Juventus,Liverpool,23,77,1
Milan,Atletico,49,51,1
Bensiktas,Liverpool,12,88,2
Porto,Chelsea,53,47,2
Bensiktas,Porto,32,68,2
Sheriff,Villareal,95,5,2
Ajax,Paris,67,33,2
Milan,Villareal,83,17,2
Salzburg,Sevilla,90,10,3
Man. City,Sporting CP,16,84,3
Shakhtar Donetsk,Wolfsburg,17,83,3
Sporting CP,Club Brugge,13,87,3
Man. United,Sheriff,78,22,3
Man. United,Sevilla,71,29,1
Villareal,Juventus,69,31,3
Paris,Shakhtar Donetsk,72,28,3
Dortmund,Man. United,48,52,1
Liverpool,Malmö,22,78,1
Sheriff,Benfica,64,36,2
Wolfsburg,Sevilla,66,34,1
Club Brugge,Atlanta,77,23,2
Zenit,Wolfsburg,49,51,1
Young Boys,LOSC,65,35,1
Bayern,Paris,39,61,3
Liverpool,Internazionale,10,90,3
Salzburg,Dynamo,97,3,1
Young Boys,Barcelona,85,15,2
Wolfsburg,Shakhtar Donetsk,45,55,1
Bensiktas,Young Boys,49,51,1
Shakhtar Donetsk,Atlanta,73,27,2
Bensiktas,Villareal,42,58,1
LOSC,Man. City,86,14,3
LOSC,Sporting CP,89,11,3
Young Boys,Atletico,72,28,1
Man. City,Club Brugge,83,17,3
Wolfsburg,Chelsea,23,77,3
Bayern,Dortmund,56,44,3
Man. City,Sheriff,63,37,1
Dynamo,Sheriff,19,81,3
Dortmund,Atletico,53,47,1
Atletico,Milan,2,98,1
Atlanta,Villareal,73,27,3
Sevilla,Bayern,38,62,3
Zenit,Sheriff,81,19,1
Barcelona,Porto,12,88,1
Barcelona,Benfica,27,73,3
Real Madrid,Sevilla,6,94,3
Juventus,Benfica,53,47,2
Ajax,Porto,63,37,1
Man. United,Porto,39,61,3
Ajax,Milan,22,78,3
Man. United,Sporting CP,56,44,2
Liverpool,Young Boys,59,41,3
Sevilla,Dortmund,31,69,2
Sporting CP,Sheriff,36,64,1
Ajax,Sevilla,89,11,1
Chelsea,Atletico,3,97,3
Malmö,Sporting CP,1,99,1
Barcelona,Young Boys,50,50,1
Bensiktas,Real Madrid,68,32,3
Dortmund,Man. United,94,6,1
Zenit,Wolfsburg,83,17,2
Ajax,Sheriff,89,11,2
Zenit,Porto,69,31,3
Benfica,Shakhtar Donetsk,63,37,2
Young Boys,Salzburg,4,96,2
Sheriff,Villareal,70,30,2
Villareal,Dortmund,30,70,3
Bayern,Club Brugge,32,68,1
Atlanta,Young Boys,62,38,3
Ajax,Atlanta,29,71,3
Man. City,Sporting CP,19,81,3
Ajax,Young Boys,64,36,2
Young Boys,Zenit,70,30,1
Chelsea,Paris,43,57,2
Leipzig,Bayern,61,39,2
Bensiktas,Atletico,77,23,1
Juventus,Internazionale,92,8,1
Sheriff,Man. United,5,95,1
Man. City,LOSC,17,83,2
Real Madrid,Milan,20,80,1
Dynamo,Atletico,68,32,1
Sevilla,Young Boys,44,56,2
Porto,Wolfsburg,20,80,1
Internazionale,Benfica,14,86,2
Wolfsburg,Sevilla,59,41,1
Ajax,Zenit,41,59,2
Porto,Salzburg,97,3,3
Juventus,Salzburg,57,43,3
Atlanta,Leipzig,60,40,2
Man. United,Leipzig,39,61,2
Paris,Sheriff,51,49,1
